CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600112,Müller,795,Spain,Female,70,8,132336.30577881873,1,1,0,52761.61551087701,0
15600113,Wang,846,Spain,Female,25,10,24911.423846743593,1,1,1,46509.868130276154,0
15600114,Lopez,826,Spain,Female,35,1,197343.5232951271,2,1,0,100634.25031130722,0
15600115,Garcia,667,Germany,Female,74,4,16464.45146990443,1,1,1,125964.37593407198,1
15600116,Smith,594,France,Male,22,3,167163.23480404605,1,1,1,22314.821382376434,0
15600117,Wang,585,Spain,Female,43,8,0.0,2,1,1,51475.86773279076,0
15600118,Müller,534,France,Male,47,4,210153.3279092054,1,0,0,90187.8049727172,0
15600119,Miller,621,Germany,Female,71,8,21368.22576448736,1,1,0,69615.71543722495,1
15600120,Müller,789,Germany,Female,30,10,135339.9407647431,1,1,0,132582.47809247312,0
15600121,Miller,585,Spain,Female,46,8,99846.51983168111,2,0,1,99341.49834681727,0
15600122,Martin,588,Spain,Female,20,1,0.0,2,1,1,41459.252424643535,0
15600123,Lopez,726,France,Male,75,8,28966.89766280534,2,0,0,162586.78758698993,1
15600124,Miller,615,France,Male,19,2,128157.36513097493,1,1,1,63329.43645475432,0
15600125,Müller,763,Germany,Female,45,3,110598.55239166887,1,1,1,135636.63297912988,0
15600126,Martin,758,France,Male,19,0,31956.436211715096,1,1,0,143686.10355239263,0
15600127,Smith,708,France,Female,24,0,138622.79649038753,1,1,0,173921.02054225685,0
15600128,Garcia,689,France,Female,43,0,164970.1552531171,2,0,1,97253.73197647673,0
15600129,Garcia,738,Germany,Male,33,8,171128.44322126612,1,0,1,116612.8600516313,1
15600130,Garcia,414,France,Male,40,10,200128.36953510976,1,1,1,70254.58842412307,0
15600131,Miller,827,France,Female,57,7,95988.85579664321,1,1,1,126899.58341299098,0
15600132,Smith,526,Spain,Female,77,4,210145.28141064875,2,1,1,91458.27516794276,0
15600133,Miller,352,Germany,Male,49,4,191740.17506736406,2,1,0,87212.64017952967,1
15600134,Lopez,778,France,Female,32,8,72265.32991502719,2,1,0,156152.1423041574,0
15600135,Miller,491,France,Male,30,2,0.0,2,1,0,23277.85917728363,0
15600136,Smith,725,France,Female,22,2,101431.77318688281,1,1,0,160523.8005922583,0
15600137,Smith,507,France,Female,69,6,0.0,1,0,0,155591.5232417119,1
15600138,Lopez,847,France,Male,58,8,130901.05411955291,1,1,0,98550.4318376952,1
15600139,Smith,673,Spain,Male,70,5,132511.10878882708,2,1,1,95883.47094392867,0
15600140,Müller,495,Spain,Male,67,1,167497.2667197948,2,0,1,74698.21572585587,0
15600141,Smith,795,Spain,Female,32,0,117076.88912317813,2,1,0,179038.67562748617,0
15600142,Garcia,642,France,Female,24,1,0.0,2,1,1,33342.939904383806,0
15600143,Müller,502,Germany,Female,57,0,190241.1804661523,2,1,1,112385.51387872016,0
15600144,Müller,781,France,Female,45,9,75050.56246888929,2,1,1,127477.4623685488,0
15600145,Lopez,542,Germany,Male,49,9,213972.46666438432,2,0,1,169164.45135579584,1
15600146,Dupont,786,Spain,Female,32,8,0.0,2,1,0,143733.57698136565,0
15600147,Dupont,843,France,Female,82,9,211232.7461688257,1,0,1,121234.78846390522,1
15600148,Smith,812,Spain,Female,21,7,29112.479445328565,2,1,1,34274.032274000245,0
15600149,Müller,422,France,Male,28,6,58517.58896888249,2,1,1,76666.03027719213,0
15600150,Dupont,748,Spain,Female,43,2,19781.787838173732,1,1,1,37908.871020417566,0
15600151,Dupont,654,France,Female,78,7,158073.76079418894,2,0,1,160400.10085680976,0
15600152,Smith,726,France,Male,54,1,188562.73468007628,2,1,1,138687.4906680011,0
15600153,Dupont,693,Germany,Female,40,1,101154.92718135589,1,1,1,139993.56982154283,0
15600154,Miller,801,France,Female,57,10,204989.63575891024,2,1,1,122622.32543263478,0
15600155,Martin,489,Germany,Male,40,9,0.0,1,1,0,98662.1835945571,0
15600156,Lopez,536,France,Female,33,2,142301.49844376987,3,0,0,39745.224811477034,0
15600157,Martin,642,Spain,Female,78,6,187538.0323571617,2,1,0,69399.65630633355,1
15600158,Smith,410,Spain,Female,48,0,0.0,1,1,1,37591.10575868694,1
15600159,Garcia,834,Spain,Male,70,7,0.0,1,1,1,134610.66857063663,0
15600160,Lopez,776,France,Female,42,6,200249.9030308753,2,1,0,41437.748043630825,0
15600161,Smith,729,France,Female,61,3,0.0,1,1,1,130848.73577832812,0
15600162,Müller,547,France,Male,29,4,215061.38300218288,1,1,1,129222.13928332427,0
15600163,Garcia,644,France,Male,26,9,0.0,2,1,1,90785.23903356267,0
15600164,Martin,789,Spain,Female,29,0,36748.12756700579,1,0,0,37312.72792947863,0
15600165,Smith,668,Germany,Female,71,3,0.0,1,0,1,66942.13631211605,0
15600166,Müller,651,Germany,Female,71,0,0.0,2,1,1,67815.36299746599,0
15600167,Lopez,693,Germany,Female,45,0,218068.28474864695,2,0,1,130563.54696864341,0
15600168,Lopez,360,Germany,Male,73,9,109179.00250904822,2,1,1,33767.59820326451,1
15600169,Wang,411,Spain,Female,75,0,0.0,2,1,1,151796.32662565497,1
15600170,Müller,682,France,Male,59,6,121252.73220392769,1,1,0,140566.2028806758,0
15600171,Miller,575,Germany,Male,55,6,77564.77627023833,1,1,1,45740.6414987552,0
15600172,Dupont,502,Spain,Female,70,3,25754.638667512816,1,1,0,133662.12299351674,1
15600173,Garcia,548,Spain,Female,50,1,198086.7583844029,2,0,0,125304.6749421906,0
15600174,Müller,401,France,Male,73,2,178561.92063052024,2,1,0,138439.93201830285,0
15600175,Wang,609,France,Male,68,7,39300.623917530545,2,0,0,46173.21164903459,0
15600176,Dupont,408,France,Female,60,7,173121.3369835153,2,1,0,41002.40315581732,0
15600177,Dupont,421,Germany,Male,32,10,0.0,2,1,1,54019.85767725445,0
15600178,Smith,497,Spain,Female,55,10,95920.19546270068,1,1,1,75368.83101958098,0
15600179,Dupont,698,France,Female,32,5,63344.44131006817,1,1,0,145954.72187090717,0
15600180,Miller,412,Germany,Male,22,9,190543.04453546883,1,1,1,136757.44968401024,0
15600181,Lopez,659,France,Male,71,8,157039.53445175113,1,1,0,167699.51272595796,1
15600182,Wang,722,France,Female,68,10,125025.38098851874,2,1,0,24673.87725127155,1
15600183,Dupont,592,France,Male,27,8,138009.39211867747,1,1,1,16906.786367340625,0
15600184,Smith,842,Spain,Female,29,3,29123.898237258007,2,1,1,130357.90690063185,0
15600185,Miller,715,Germany,Female,21,0,109523.1497913503,2,1,1,61082.43680603734,0
15600186,Martin,679,France,Female,35,0,50677.06148499742,1,0,0,70123.0177630799,0
15600187,Lopez,456,Germany,Male,53,9,53760.57259185333,1,0,1,105222.33427589452,0
15600188,Lopez,575,France,Female,42,4,148873.83208024202,1,0,1,31898.165315921753,0
15600189,Wang,662,Germany,Female,53,1,0.0,1,0,1,121044.5787304282,0
15600190,Lopez,567,Germany,Female,84,5,94788.88820045277,2,1,0,68649.32862813979,1
15600191,Dupont,774,Germany,Female,26,6,53627.34733255998,1,1,1,119397.99550966363,0
15600192,Smith,590,France,Female,78,0,146236.8568196974,2,1,1,152611.14065710866,1
15600193,Lopez,608,Germany,Female,70,5,0.0,2,1,1,43233.370000675895,1
15600194,Lopez,725,Spain,Female,35,7,167146.94823572307,2,1,0,168594.06033089585,0
15600195,Martin,611,France,Female,60,4,192439.0184126833,2,1,1,102563.54327530322,0
15600196,Martin,354,Germany,Female,52,6,122676.48091226786,1,1,0,167283.0812537048,0
15600197,Garcia,610,France,Female,80,9,167894.0113175301,1,1,1,49275.46356329339,0
15600198,Miller,403,Germany,Female,21,5,39413.55746537666,1,1,0,114752.8396596992,0
15600199,Dupont,396,France,Male,58,3,0.0,1,1,0,81641.37435839478,0
15600200,Lopez,564,Spain,Female,62,6,0.0,2,1,1,142746.66154074218,0
15600201,Müller,526,Spain,Female,67,9,117372.10671166726,2,1,0,114974.9756301939,1
15600202,Lopez,358,France,Female,45,8,205106.03565393298,1,0,0,96595.05039812255,0
15600203,Smith,448,France,Male,59,9,0.0,1,1,0,165642.59206111642,0
15600204,Garcia,369,France,Female,18,9,0.0,1,1,0,77224.31558832724,0
15600205,Miller,727,France,Male,56,6,0.0,2,1,1,51296.73380819995,0
15600206,Müller,590,France,Female,34,4,85104.51541367138,2,1,1,115336.69583059513,0
15600207,Garcia,410,Spain,Female,52,6,0.0,2,1,1,117964.69213351427,0
15600208,Wang,728,France,Male,63,2,139101.9001628151,2,1,0,87450.61255935945,0
15600209,Miller,839,France,Female,59,1,199582.97003055442,1,1,1,95290.65720874809,0
15600210,Lopez,768,Spain,Male,56,10,0.0,1,1,0,173326.3133594835,0
15600211,Lopez,527,France,Male,66,4,147256.62003239756,1,1,1,135893.13908047223,1
15600212,Miller,687,Germany,Female,79,3,0.0,1,1,0,33249.28899462521,0
15600213,Lopez,411,Germany,Female,55,4,120292.4620484674,2,0,1,50001.46169365081,0
15600214,Dupont,494,Spain,Female,40,7,0.0,2,1,1,175970.14468186724,0
15600215,Miller,565,Spain,Female,39,3,120184.56653963025,2,0,0,134866.81637593266,0
15600216,Garcia,352,Germany,Male,21,8,126567.34630190673,1,1,0,165982.44581386776,0
15600217,Miller,509,France,Male,66,6,0.0,1,1,1,65137.14155813914,0
15600218,Müller,576,France,Female,76,9,0.0,1,0,0,137408.0319142877,0
15600219,Lopez,835,France,Male,19,6,87345.18023821367,2,1,0,132810.4469063794,0
15600220,Dupont,618,Germany,Male,66,7,0.0,2,1,0,63623.84759749689,1
15600221,Dupont,469,France,Female,48,5,211482.31510564464,1,0,1,105884.69369936638,0
15600222,Wang,730,Spain,Male,57,7,103228.44166861098,2,0,1,118523.49335959872,0
15600223,Garcia,844,Germany,Male,65,2,168569.73313261077,2,1,0,94386.74878653172,1
15600224,Martin,438,Germany,Female,68,9,167670.3900886322,1,1,0,151484.4865985721,0
15600225,Martin,678,Spain,Male,60,9,65764.27880868068,2,1,1,152423.39189666827,1
15600226,Miller,417,France,Female,72,0,130092.63476806374,1,1,1,155349.09046975686,1
15600227,Wang,747,Germany,Male,66,5,197803.6075969161,2,1,0,147564.88890119686,1
15600228,Smith,706,Spain,Female,74,0,0.0,2,1,1,95533.77373752886,1
15600229,Miller,447,France,Male,32,8,0.0,4,1,0,77937.31919458619,1
15600230,Wang,616,France,Male,44,1,55036.228158073936,1,1,0,152177.08681287113,0
15600231,Garcia,454,Germany,Female,81,10,25573.412212546453,1,1,1,95883.24066178403,0
15600232,Garcia,789,Spain,Female,47,1,197205.31336039735,1,1,1,55651.28077361701,1
15600233,Garcia,672,Germany,Female,53,6,0.0,1,1,0,98711.68283316569,1
15600234,Garcia,472,Germany,Female,84,1,218443.8739461074,2,1,0,38405.22061667495,1
15600235,Garcia,825,Spain,Male,66,9,0.0,2,1,0,129118.86594880182,0
15600236,Wang,378,Spain,Male,72,7,0.0,1,0,0,70427.01146794454,0
15600237,Wang,486,France,Male,73,5,183659.29526766328,1,1,0,58008.701743829966,0
15600238,Dupont,544,France,Female,61,6,0.0,1,1,0,172823.94312873294,0
15600239,Müller,758,France,Male,48,6,129519.72979539634,1,1,1,143185.36430012074,0
15600240,Martin,575,Germany,Male,75,5,90296.56556250928,1,1,1,144866.46794944874,0
15600241,Lopez,681,Spain,Female,70,9,206257.1952340892,1,1,1,117914.12493106526,0
15600242,Garcia,519,Germany,Female,40,10,100744.60687933784,2,1,1,153463.51373419902,0
15600243,Smith,358,France,Male,45,8,0.0,1,1,0,140261.8093919579,0
15600244,Lopez,812,Spain,Female,33,8,0.0,2,0,0,113797.66118204672,0
15600245,Wang,389,Spain,Male,54,6,128611.8459316414,2,1,0,173585.52630553336,1
15600246,Smith,374,Spain,Male,38,8,108806.06658838871,1,1,1,46613.1666979298,0
15600247,Smith,610,Spain,Female,34,9,20073.187301689934,2,1,0,170657.65363413392,0
15600248,Smith,744,France,Male,54,2,0.0,2,1,1,81237.29672981272,0
15600249,Dupont,792,Spain,Female,36,2,103322.70197231165,2,1,1,102185.83226124529,0
15600250,Wang,575,France,Female,47,0,133678.16618654324,1,0,0,35251.98772481098,0
15600251,Smith,821,France,Male,62,4,39229.43857917728,1,1,0,104117.7274220955,0
15600252,Garcia,473,France,Male,35,3,10711.448076354218,2,0,1,115849.11405660192,0
15600253,Miller,812,Spain,Male,79,1,0.0,2,1,1,179620.75439840645,1
15600254,Smith,387,Germany,Female,53,8,0.0,1,1,1,175906.74782680187,0
15600255,Dupont,677,Spain,Male,69,2,30830.851323704504,1,1,0,174455.5531592574,1
15600256,Lopez,600,Spain,Female,36,7,200866.36248115826,1,1,1,72484.02991683947,0
15600257,Wang,738,Spain,Female,61,5,0.0,1,1,0,178558.97229293216,0
15600258,Müller,525,Spain,Male,24,4,52964.65900127292,2,0,1,90153.8950131933,0
15600259,Dupont,439,France,Female,61,0,0.0,1,1,1,155552.98269571358,0
15600260,Smith,751,France,Male,51,3,0.0,1,0,1,50692.79488813038,0
15600261,Wang,803,France,Male,83,2,172079.14838042928,2,0,0,98462.47464333939,1
15600262,Miller,386,France,Male,72,0,0.0,1,0,1,174391.9958610549,0
15600263,Smith,665,France,Male,27,4,138974.16754940175,2,1,0,171260.18049236553,0
15600264,Dupont,525,France,Male,59,5,49521.996152771084,2,1,0,127816.2548405354,0
15600265,Martin,810,France,Male,58,1,0.0,1,1,0,146639.36322125487,1
15600266,Garcia,633,Germany,Male,27,2,0.0,2,1,1,44110.404939396234,0
15600267,Müller,802,France,Female,27,10,210412.64984089317,2,0,1,134073.66066488597,0
15600268,Lopez,810,France,Male,77,5,0.0,1,1,0,116978.38337533643,1
15600269,Dupont,430,France,Female,68,3,163645.6398231765,1,0,1,30106.036398955606,0
15600270,Wang,463,Spain,Female,38,8,102284.12689151327,2,1,0,33671.23608729658,0
15600271,Müller,389,France,Female,25,4,72547.94315560459,2,0,0,32893.196928958205,0
15600272,Müller,650,France,Male,82,3,105742.34677464388,2,1,0,134518.89424692286,1
15600273,Müller,573,Spain,Female,47,1,0.0,1,1,1,38383.00936084945,0
15600274,Smith,667,France,Female,66,5,0.0,2,1,1,92175.82473388762,0
15600275,Garcia,698,France,Male,26,9,0.0,1,1,0,73901.99796983003,0
15600276,Smith,464,France,Male,34,1,162336.54587052378,2,1,1,105833.18322708594,0
15600277,Wang,535,France,Female,75,6,24353.15800412089,2,0,0,131568.62039120146,0
15600278,Smith,672,France,Male,74,2,0.0,2,1,1,127979.21864151978,0
15600279,Martin,405,France,Male,79,8,0.0,2,1,0,100060.78612587214,0
15600280,Garcia,389,Germany,Male,69,10,195375.83600348688,2,0,1,91615.25414571361,0
15600281,Garcia,703,Spain,Male,78,4,179989.37401924122,2,1,1,80639.57319517269,1
15600282,Wang,389,Spain,Female,57,7,213250.58405709735,1,0,1,157215.1414702226,0
15600283,Lopez,696,France,Male,55,10,110357.03879860742,2,1,0,69590.54780398642,0
15600284,Martin,810,Germany,Male,60,5,162753.4317076498,2,0,1,57795.36049263665,0
15600285,Dupont,586,France,Male,80,9,87849.23797793465,1,1,0,137647.05645311976,1
15600286,Smith,638,France,Female,36,7,48717.3299841357,1,1,1,74360.97117995986,0
15600287,Miller,611,Spain,Female,67,10,103045.94591602425,1,0,0,154754.7689599493,1
15600288,Smith,565,France,Male,50,2,44807.293231575524,2,1,0,69101.63857512889,0
15600289,Müller,496,France,Male,30,2,0.0,2,1,1,130820.89605480705,0
15600290,Smith,685,Spain,Female,79,4,0.0,1,1,1,22442.986037080456,0
15600291,Dupont,517,Germany,Male,60,10,133734.4619250503,2,1,0,78617.8752182028,0
15600292,Smith,441,France,Male,66,9,141557.40960335173,1,1,1,71632.978869646,0
15600293,Martin,702,Spain,Female,53,2,122996.7040035514,2,1,1,149751.99198052735,0
15600294,Martin,408,Germany,Male,27,7,0.0,1,0,1,174564.14153267117,0
15600295,Garcia,408,France,Male,23,9,34397.9627524971,1,0,0,91045.41065433863,0
15600296,Wang,653,France,Female,74,7,126553.89008311112,1,1,1,151097.98573037007,0
15600297,Lopez,518,France,Female,18,1,0.0,1,0,0,130449.62565796524,0
15600298,Miller,618,France,Male,75,3,207436.9732932219,2,1,0,174618.6879645094,1
15600299,Müller,712,France,Female,38,9,170035.0472223424,2,1,1,148832.90486656607,0
15600300,Smith,394,Germany,Male,73,0,214228.04125354596,1,1,1,27783.880884015536,1
15600301,Smith,694,Spain,Male,37,3,17886.774645439804,1,0,1,132691.484193069,0
15600302,Dupont,530,Spain,Male,71,10,69877.96678794883,1,1,0,103357.45304469165,1
15600303,Wang,519,France,Female,42,3,51038.74319405329,2,1,0,17711.94955883398,0
15600304,Martin,705,Germany,Female,45,9,12342.463335484405,2,0,0,56466.638189698206,0
15600305,Miller,540,Germany,Male,22,8,60888.4033517275,1,1,0,167089.61542943734,0
15600306,Garcia,504,Germany,Male,38,2,152542.95653929005,2,1,0,167800.12650981423,0
15600307,Martin,771,France,Female,35,1,58528.6736482594,1,0,0,146810.32593310467,0
15600308,Müller,537,Spain,Female,64,8,0.0,2,1,1,176993.63454086825,0
15600309,Wang,356,France,Female,74,8,196441.80414264972,2,0,1,148079.9620629938,1
15600310,Müller,482,France,Male,36,0,155689.1632733058,2,1,1,16683.690902065457,1
15600311,Lopez,584,France,Female,82,5,92872.10468026671,2,1,1,62492.66614974944,0
15600312,Garcia,394,Spain,Female,20,9,88218.47717154275,2,1,0,20052.990069230873,0
15600313,Lopez,663,Spain,Male,59,7,0.0,2,1,0,30527.81484169731,1
15600314,Dupont,598,France,Male,38,2,47178.70262258034,2,1,1,51108.73479687805,0
15600315,Müller,848,France,Male,57,10,0.0,1,1,1,98087.1601437112,0
15600316,Dupont,380,France,Female,84,8,0.0,1,1,1,154842.78057123293,0
15600317,Smith,372,France,Male,42,1,188996.72334502917,1,0,0,157224.51476592282,0
15600318,Lopez,775,France,Male,72,5,0.0,2,0,0,116673.30666195392,1
15600319,Wang,743,France,Male,69,0,138207.7644593536,1,1,1,168149.02994592878,0
15600320,Müller,509,Germany,Male,61,6,86482.46675639838,1,1,1,97510.28388738434,0
